seqname	start	stop	strand	gene_id	gene_biotype	gene_name
7	45246564	45248993	+	ENSMUSG00000109632	lncRNA	Gm31479
7	45263310	45264914	-	ENSMUSG00000030827	protein_coding	Fgf21
7	45266713	45270483	+	ENSMUSG00000008461	protein_coding	Fut1
7	45271235	45278247	+	ENSMUSG00000064158	protein_coding	Izumo1
7	45276912	45288517	+	ENSMUSG00000044562	protein_coding	Rasip1
7	45280088	45282501	-	ENSMUSG00000109998	lncRNA	Gm45437
7	45283452	45288217	-	ENSMUSG00000110357	lncRNA	A030001D20Rik
7	45289401	45295945	+	ENSMUSG00000042918	protein_coding	Mamstr
7	45298015	45315818	-	ENSMUSG00000055978	protein_coding	Fut2
7	29869300	29881749	+	ENSMUSG00000121377	lncRNA	Gm5113
7	30012451	30013619	-	ENSMUSG00000121129	lncRNA	Gm57231
7	104004589	104019091	-	ENSMUSG00000052749	protein_coding	Trim30b
7	104199340	104203629	+	ENSMUSG00000073928	protein_coding	Or52h9
7	104210108	104217841	+	ENSMUSG00000073927	protein_coding	Or52h7
7	104226521	104233324	+	ENSMUSG00000073926	protein_coding	Or52d3
7	104236232	104239925	+	ENSMUSG00000073925	protein_coding	Or52u1
7	104244508	104250986	-	ENSMUSG00000051182	protein_coding	Or52ac1
7	104263162	104270810	+	ENSMUSG00000073924	protein_coding	Or52p1
7	104274001	104286688	+	ENSMUSG00000073923	protein_coding	Or56b1
7	104292084	104296512	-	ENSMUSG00000070421	protein_coding	Or52n4
7	104301459	104302415	+	ENSMUSG00000082084	unprocessed_pseudogene	Usp17le-ps
7	104315960	104324155	+	ENSMUSG00000073922	protein_coding	Or52n20
7	104327925	104328299	+	ENSMUSG00000081694	unprocessed_pseudogene	Or56b2l-ps1
7	4880152	4899972	+	ENSMUSG00000086784	protein_coding	Isoc2a
7	4901449	4909515	-	ENSMUSG00000110221	protein_coding	Gm36210
7	4911885	4915356	-	ENSMUSG00000109441	lncRNA	Gm44983
7	4912037	4913555	+	ENSMUSG00000108840	processed_pseudogene	Gm5320
7	4918216	4925001	+	ENSMUSG00000074406	protein_coding	Zfp628
7	4925027	4928005	+	ENSMUSG00000035285	protein_coding	Nat14
7	4928784	4947825	+	ENSMUSG00000035279	protein_coding	Ssc5d
7	4943511	4967405	-	ENSMUSG00000030433	protein_coding	Sbk2
7	4968259	4974167	-	ENSMUSG00000085272	protein_coding	Sbk3
7	4974423	4974878	-	ENSMUSG00000121145	lncRNA	Gm57233
7	4986482	4999157	-	ENSMUSG00000051550	protein_coding	Zfp579
7	5010058	5017696	-	ENSMUSG00000061374	protein_coding	Fiz1
7	5017414	5021487	+	ENSMUSG00000051184	protein_coding	Zfp524
7	5018495	5036096	+	ENSMUSG00000109129	protein_coding	Gm44973
7	5022114	5023516	-	ENSMUSG00000120872	lncRNA	Gm57217
7	5023375	5039767	+	ENSMUSG00000074405	protein_coding	Zfp865
7	5023552	5063784	+	ENSMUSG00000035228	protein_coding	Ccdc106
7	5037438	5041445	-	ENSMUSG00000043290	protein_coding	Zfp784
7	5049948	5060115	-	ENSMUSG00000086604	lncRNA	Gm15510
7	5054537	5056722	+	ENSMUSG00000055633	protein_coding	Zfp580
7	5057471	5057999	+	ENSMUSG00000109549	unitary_pseudogene	Gm38941
7	5062276	5065098	-	ENSMUSG00000109274	TEC	Gm45133
7	5065142	5082937	+	ENSMUSG00000030435	protein_coding	U2af2
7	5083234	5101177	+	ENSMUSG00000035203	protein_coding	Epn1
7	5112786	5119949	-	ENSMUSG00000035191	protein_coding	Rfpl4
7	5127937	5128949	-	ENSMUSG00000083649	protein_coding	Rasl2-9
7	5130395	5132355	-	ENSMUSG00000109495	processed_pseudogene	Gm47692
7	5130631	5130714	-	ENSMUSG00002075996	miRNA	Gm56144
7	5132290	5152669	-	ENSMUSG00000118215	protein_coding	Vmn1r55
7	5197915	5199746	-	ENSMUSG00000091874	protein_coding	Vmn1r56
7	5221492	5224735	+	ENSMUSG00000091652	protein_coding	Vmn1r57
7	5266083	5266303	+	ENSMUSG00000109211	processed_pseudogene	Gm45146
7	5280343	5280449	-	ENSMUSG00000119441	snRNA	Gm23942
7	5301546	5354034	-	ENSMUSG00000035177	protein_coding	Nlrp2
7	5307877	5311017	+	ENSMUSG00000109155	processed_pseudogene	Gm18757
7	5353536	5363681	+	ENSMUSG00000048398	protein_coding	Gm5065
7	5356485	5356856	+	ENSMUSG00000108904	processed_pseudogene	Gm45147
7	29776762	29789952	-	ENSMUSG00000078768	protein_coding	Zfp566
7	29784893	29785312	+	ENSMUSG00000109218	processed_pseudogene	Gm44872
7	29794202	29807047	+	ENSMUSG00000049421	protein_coding	Zfp260
7	29800265	29800360	-	ENSMUSG00002076246	miRNA	Gm56129
7	29821367	29834375	+	ENSMUSG00000074220	protein_coding	Zfp382
7	29851266	29852353	+	ENSMUSG00000108926	processed_pseudogene	Gm10988
7	29860694	29869175	-	ENSMUSG00000037029	protein_coding	Zfp146
7	29872855	29878285	+	ENSMUSG00000066647	transcribed_unprocessed_pseudogene	Gm5113
7	29883569	29885503	+	ENSMUSG00000074218	protein_coding	Cox7a1
7	29886361	29898236	-	ENSMUSG00000001794	protein_coding	Capns1
7	44592628	44607459	+	ENSMUSG00000059891	protein_coding	Tsks
7	44608796	44624275	-	ENSMUSG00000007783	protein_coding	Cpt1c
7	44619853	44623727	+	ENSMUSG00000109111	lncRNA	6530437J22Rik
7	44625413	44635992	-	ENSMUSG00000109324	protein_coding	Prmt1
7	44636312	44644021	+	ENSMUSG00000087138	lncRNA	Gm15545
7	44640646	44648136	-	ENSMUSG00000003190	protein_coding	Bcl2l12
7	44647072	44652272	+	ENSMUSG00000003184	protein_coding	Irf3
7	44652372	44665787	-	ENSMUSG00000038406	protein_coding	Scaf1
7	44661850	44661911	-	ENSMUSG00000098839	miRNA	Mir7054
7	44667385	44671071	+	ENSMUSG00000038387	protein_coding	Rras
7	44676987	44702305	-	ENSMUSG00000046574	protein_coding	Prr12
7	44703008	44712101	-	ENSMUSG00000007837	protein_coding	Prrg2
7	44711853	44727634	+	ENSMUSG00000003421	protein_coding	Nosip
7	44732337	44741645	-	ENSMUSG00000019539	protein_coding	Rcn3
7	44740833	44747744	+	ENSMUSG00000109947	lncRNA	Gm45669
7	44742414	44753275	-	ENSMUSG00000003420	protein_coding	Fcgrt
7	44771181	44771245	+	ENSMUSG00000065495	miRNA	Mir150
7	44771341	44773568	+	ENSMUSG00000110279	lncRNA	Gm45552
7	44771803	44773863	-	ENSMUSG00000003429	protein_coding	Rps11
7	44772449	44772535	-	ENSMUSG00000064767	snoRNA	Snord35b
7	44774040	44774196	+	ENSMUSG00000121119	lncRNA	Gm57230
7	44774982	44778185	-	ENSMUSG00000074129	protein_coding	Rpl13a
7	44775346	44785655	-	ENSMUSG00000089989	protein_coding	Gm45713
7	44775770	44775859	-	ENSMUSG00000065818	snoRNA	Snord35a
7	44776025	44776094	-	ENSMUSG00000065878	snoRNA	Snord34
7	44776288	44776371	-	ENSMUSG00002076766	snoRNA	Snord33
7	44776342	44776415	-	ENSMUSG00000105913	miRNA	Mir5121
7	44776806	44776888	-	ENSMUSG00000065219	snoRNA	Snord32a
7	44779212	44785856	-	ENSMUSG00000110206	protein_coding	Flt3l
7	44790108	44804008	-	ENSMUSG00000007833	protein_coding	Aldh16a1
7	44803727	44809489	+	ENSMUSG00000003423	protein_coding	Pih1d1
7	44813373	44825566	+	ENSMUSG00000070570	protein_coding	Slc17a7
7	44822727	44822785	+	ENSMUSG00000106470	miRNA	Mir7055
7	44825773	44828993	-	ENSMUSG00000095276	protein_coding	Gfy
7	44830419	44831262	+	ENSMUSG00000038300	protein_coding	Pth2
7	44833048	44854316	-	ENSMUSG00000038292	protein_coding	Kash5
7	29893379	29900314	+	ENSMUSG00000097817	lncRNA	Gm26810
7	29912053	29912163	-	ENSMUSG00000109142	processed_pseudogene	Gm44600
7	29923556	29931697	-	ENSMUSG00000006095	protein_coding	Tbcb
7	29931373	29932815	+	ENSMUSG00000019738	protein_coding	Polr2i
7	29932864	29935150	-	ENSMUSG00000100512	protein_coding	Ovol3
7	29939563	29979844	-	ENSMUSG00000037020	protein_coding	Wdr62
7	29962688	29963076	+	ENSMUSG00000081565	processed_pseudogene	Rps12-ps5
7	29979519	29989662	+	ENSMUSG00000013928	transcribed_unitary_pseudogene	1700020L13Rik
7	29991153	30007792	+	ENSMUSG00000013921	protein_coding	Clip3
7	30008142	30013729	+	ENSMUSG00000042831	protein_coding	Alkbh6
7	30010950	30011320	+	ENSMUSG00002076496	misc_RNA	Gm56160
7	30014232	30018471	+	ENSMUSG00000019737	protein_coding	Syne4
7	30020831	30023320	-	ENSMUSG00000074211	protein_coding	Sdhaf1
7	30034223	30034630	+	ENSMUSG00000118440	processed_pseudogene	Gm50483
7	30047070	30052746	-	ENSMUSG00000109049	lncRNA	4930479H17Rik
7	30054914	30062197	-	ENSMUSG00000036957	protein_coding	Lrfn3
7	30056157	30056349	-	ENSMUSG00000064982	snRNA	Gm25259
7	30113185	30117010	+	ENSMUSG00000030579	protein_coding	Tyrobp
7	30117137	30119279	-	ENSMUSG00000064109	protein_coding	Hcst
7	30121157	30128171	+	ENSMUSG00000036931	protein_coding	Nfkbid
7	30131969	30132148	+	ENSMUSG00000109467	processed_pseudogene	Gm30646
7	30134407	30144960	-	ENSMUSG00000006651	protein_coding	Aplp1
7	30146959	30157115	-	ENSMUSG00000036915	protein_coding	Kirrel2
7	30157740	30186648	+	ENSMUSG00000006649	protein_coding	Nphs1
7	30161589	30165016	-	ENSMUSG00000087009	lncRNA	Nphs1os
7	30184126	30184522	-	ENSMUSG00000109509	processed_pseudogene	Rps12-ps4
7	30193047	30212827	+	ENSMUSG00000036892	protein_coding	Prodh2
7	30214547	30221618	+	ENSMUSG00000062132	protein_coding	Arhgap33os
7	30221651	30234485	-	ENSMUSG00000036882	protein_coding	Arhgap33
7	30238559	30251724	-	ENSMUSG00000036864	protein_coding	Proser3
7	30239091	30239286	+	ENSMUSG00000109102	TEC	1700019A23Rik
7	30251603	30254868	+	ENSMUSG00000036854	protein_coding	Hspb6
7	30252253	30252329	+	ENSMUSG00000106236	miRNA	Mir9769
7	30254866	30259263	-	ENSMUSG00000036845	protein_coding	Lin37
7	30261288	30263052	-	ENSMUSG00000036835	protein_coding	Psenen
7	30262726	30264790	+	ENSMUSG00000078765	protein_coding	U2af1l4
7	30262769	30267385	+	ENSMUSG00000109378	protein_coding	Gm49396
7	30264852	30267387	+	ENSMUSG00000036826	protein_coding	Igflr1
7	30268283	30288151	-	ENSMUSG00000006307	protein_coding	Kmt2b
7	30288805	30288862	+	ENSMUSG00000098553	miRNA	Mir3569
7	30289106	30298334	-	ENSMUSG00000006310	protein_coding	Zbtb32
7	30302517	30312272	-	ENSMUSG00000006313	protein_coding	Upk1a
7	30316286	30325576	-	ENSMUSG00000036751	protein_coding	Cox6b1
7	102090902	102118978	+	ENSMUSG00000030978	protein_coding	Rrm1
7	102107452	102108467	+	ENSMUSG00000109940	TEC	Gm45399
7	102125786	102130886	-	ENSMUSG00000044814	protein_coding	Or55b3
7	102131238	102137520	-	ENSMUSG00000043925	protein_coding	Or55b4
7	102140673	102148780	-	ENSMUSG00000044824	protein_coding	Or55b10
7	102169553	102170216	-	ENSMUSG00000109822	processed_pseudogene	Gm8556
7	102170538	102170863	+	ENSMUSG00000109906	unprocessed_pseudogene	Or52b4j-ps1
7	102183956	102184891	+	ENSMUSG00000073979	protein_coding	Or52b4
7	102190103	102195097	+	ENSMUSG00000073978	protein_coding	Or52b4i
7	102199077	102205049	+	ENSMUSG00000073977	protein_coding	Or52b3
7	102207128	102214693	-	ENSMUSG00000030966	protein_coding	Trim21
7	102217683	102218942	-	ENSMUSG00000109756	processed_pseudogene	Gm5339
7	102220649	102232218	+	ENSMUSG00000073975	protein_coding	Or51r1
7	102232717	102241093	-	ENSMUSG00000073974	protein_coding	Or52p2
7	102246977	102257332	+	ENSMUSG00000073973	protein_coding	Or52k2
7	102260488	102267425	-	ENSMUSG00000073972	protein_coding	Or52m2
7	102597674	102598714	+	ENSMUSG00000045824	protein_coding	Or51t4
7	102601477	102607982	-	ENSMUSG00000066269	protein_coding	Or51a6
7	102611867	102624367	+	ENSMUSG00000073962	protein_coding	Or51a7
7	102620387	102625150	-	ENSMUSG00000043354	protein_coding	Or51g2
7	102630815	102638531	-	ENSMUSG00000045792	protein_coding	Or51g1
7	102648165	102654404	-	ENSMUSG00000110033	unprocessed_pseudogene	Or51a3-ps1
7	102662343	102663697	-	ENSMUSG00000110143	unprocessed_pseudogene	Or51a41-ps1
7	102678300	102678855	+	ENSMUSG00000109845	unprocessed_pseudogene	Or51a44-ps1
7	102590850	102591782	-	ENSMUSG00000052785	unprocessed_pseudogene	Or51h7
7	102790086	102797071	+	ENSMUSG00000084262	protein_coding	Or51p1
7	103230474	103230583	+	ENSMUSG00002075901	miRNA	Gm56397
7	103239310	103249655	+	ENSMUSG00000073945	protein_coding	Or52z13
7	103249782	103254066	+	ENSMUSG00000073944	protein_coding	Or52z14
7	103254102	103261741	-	ENSMUSG00000045132	protein_coding	Or51v14
7	103278228	103279165	-	ENSMUSG00000081315	unprocessed_pseudogene	Or51v15-ps1
7	103287658	103291909	-	ENSMUSG00000050085	protein_coding	Or52a33
7	103306904	103312905	-	ENSMUSG00000099687	protein_coding	Or51b6b
7	103314668	103320398	-	ENSMUSG00000045780	protein_coding	Or51v8
7	103331927	103332892	+	ENSMUSG00000073943	protein_coding	Or52z15
7	103341007	103341324	-	ENSMUSG00000081038	unprocessed_pseudogene	Or51v16-ps1
7	103348783	103349961	-	ENSMUSG00000082077	unprocessed_pseudogene	Or52ae6-ps1
7	103363878	103370373	+	ENSMUSG00000094822	protein_coding	Or52a20
7	106442567	106445414	+	ENSMUSG00000073901	protein_coding	Or2ag19
7	106462392	106470128	+	ENSMUSG00000073900	protein_coding	Or2ag20
7	106471077	106476098	-	ENSMUSG00000109058	protein_coding	Or2ag1
7	106481796	106487369	-	ENSMUSG00000109354	protein_coding	Or2ag2
7	106489653	106500448	-	ENSMUSG00000069390	protein_coding	Or2d3
7	106507208	106515472	+	ENSMUSG00000073899	protein_coding	Or2d3b
7	106522081	106531426	-	ENSMUSG00000062553	protein_coding	Or2d3c
7	106543118	106547519	-	ENSMUSG00000045581	protein_coding	Or2d4
7	106551435	106551879	+	ENSMUSG00000108933	processed_pseudogene	Gm44582
7	106552458	106563144	-	ENSMUSG00000036647	protein_coding	Or6b9
7	106568901	106574660	-	ENSMUSG00000045013	protein_coding	Or6b6
7	106587571	106588873	-	ENSMUSG00000109246	unprocessed_pseudogene	Or6i1-ps1
7	106594606	106605279	-	ENSMUSG00000070417	protein_coding	Or6a2
7	106630381	106640201	+	ENSMUSG00000073898	protein_coding	Or10a5
7	106667973	106669098	+	ENSMUSG00000108862	processed_pseudogene	Gm17991
7	102783583	102784530	+	ENSMUSG00000080891	protein_coding	Or51l1-ps1
7	104335708	104340561	+	ENSMUSG00000073920	protein_coding	Or56b2
7	104341505	104342639	-	ENSMUSG00000109821	processed_pseudogene	Gm6593
7	104349464	104349859	+	ENSMUSG00000109832	unprocessed_pseudogene	Or52n21-ps1
7	104352776	104353734	+	ENSMUSG00000109806	protein_coding	Or56b2j
7	104382592	104383557	-	ENSMUSG00000051885	protein_coding	Or52n1
7	104417256	104426677	-	ENSMUSG00000043073	protein_coding	Usp17le
7	104470411	104471463	+	ENSMUSG00000086229	processed_pseudogene	Gm4887
7	104489464	104491810	-	ENSMUSG00000062369	protein_coding	Usp17lb
7	142098346	142112337	-	ENSMUSG00000087090	lncRNA	Nctc1
7	142129262	142131917	-	ENSMUSG00000000031	lncRNA	H19
7	142130590	142130660	+	ENSMUSG00002076121	misc_RNA	Gm56420
7	142130801	142130884	-	ENSMUSG00000076275	miRNA	Mir675
7	142131586	142131655	+	ENSMUSG00002075214	misc_RNA	Gm56421
7	142145481	142174541	+	ENSMUSG00000110125	lncRNA	Gm33148
7	142204503	142220553	-	ENSMUSG00000048583	protein_coding	Igf2
7	142204506	142223679	-	ENSMUSG00000115302	protein_coding	Gm49394
7	142208661	142208733	-	ENSMUSG00000070140	miRNA	Mir483
7	142213430	142224093	+	ENSMUSG00000086266	lncRNA	Igf2os
7	6980245	6994086	+	ENSMUSG00000121383	lncRNA	Zfp264
7	6567840	6574400	+	ENSMUSG00000056696	protein_coding	Or5bw2
7	6654747	6665367	-	ENSMUSG00000108113	lncRNA	Zim2
7	6674268	6699449	-	ENSMUSG00000002266	protein_coding	Zim1
7	6706891	6733430	-	ENSMUSG00000002265	protein_coding	Peg3
7	6733577	6970218	+	ENSMUSG00000051527	protein_coding	Usp29
7	6733597	6733690	+	ENSMUSG00002075352	sRNA	Gm56178
7	6745645	6746699	+	ENSMUSG00000109131	TEC	Gm44862
7	6756042	6757463	+	ENSMUSG00000109416	TEC	Gm44863
7	6806586	6806669	+	ENSMUSG00000092815	miRNA	Mir3099
7	6808850	6809456	+	ENSMUSG00000109430	TEC	Gm44585
7	6812000	6814879	+	ENSMUSG00000109456	TEC	Gm44584
7	6842823	6843120	-	ENSMUSG00000092875	misc_RNA	Gm22649
7	6894037	6896773	+	ENSMUSG00000109082	TEC	Gm44586
7	6903351	6905035	+	ENSMUSG00000109094	TEC	Gm44587
7	6958684	6980419	-	ENSMUSG00000108043	transcribed_unitary_pseudogene	Zim3
7	6984202	6993267	+	ENSMUSG00000109176	transcribed_unprocessed_pseudogene	Zfp264
7	7174329	7186561	+	ENSMUSG00000034538	protein_coding	Zfp418
7	7205116	7212997	-	ENSMUSG00000066838	protein_coding	Zfp772
7	28049597	28050003	-	ENSMUSG00000121210	lncRNA	Gm57244
7	28050077	28052580	+	ENSMUSG00000037563	protein_coding	Rps16
7	28050933	28051057	+	ENSMUSG00000077711	snoRNA	AF357399
7	28059029	28072024	-	ENSMUSG00000037552	protein_coding	Plekhg2
7	28072402	28072788	+	ENSMUSG00000121047	lncRNA	Gm57221
7	28076209	28079678	-	ENSMUSG00000044786	protein_coding	Zfp36
7	28078405	28091939	+	ENSMUSG00000109455	lncRNA	Gm44710
7	28080088	28081397	-	ENSMUSG00000120054	lncRNA	Gm57214
7	28085571	28092133	-	ENSMUSG00000003444	protein_coding	Med29
7	28092376	28098813	+	ENSMUSG00000003437	protein_coding	Paf1
7	28098947	28297569	-	ENSMUSG00000109336	protein_coding	Samd4b
7	28136872	28147658	+	ENSMUSG00000060791	protein_coding	Gmfg
7	28151405	28167667	+	ENSMUSG00000030600	protein_coding	Lrfn1
7	28176749	28179300	-	ENSMUSG00000109201	unitary_pseudogene	Gm6518
7	28191975	28197138	+	ENSMUSG00000099417	transcribed_processed_pseudogene	1700028B04Rik
7	28208261	28209880	-	ENSMUSG00000059128	protein_coding	Ifnl2
7	28216723	28216803	+	ENSMUSG00000118574	unprocessed_pseudogene	Gm53047
7	28222261	28223747	+	ENSMUSG00000060747	protein_coding	Ifnl3
7	28234197	28234514	+	ENSMUSG00000108925	processed_pseudogene	Gm19880
7	28240310	28241634	+	ENSMUSG00000084174	protein_coding	Sycn
7	28243021	28246679	-	ENSMUSG00000047586	protein_coding	Nccrp1
7	28258244	28297610	-	ENSMUSG00000030602	protein_coding	Pak4
7	28260350	28260409	-	ENSMUSG00000098558	miRNA	Mir7049
7	142520566	142523001	-	ENSMUSG00000009248	protein_coding	Ascl2
7	142542706	142561770	-	ENSMUSG00000052281	lncRNA	Tspan32os
7	142558783	142573381	+	ENSMUSG00000000244	protein_coding	Tspan32
7	142575521	142607423	-	ENSMUSG00000059277	lncRNA	R74862
7	142606476	142621671	+	ENSMUSG00000037706	protein_coding	Cd81
7	142622890	142648379	-	ENSMUSG00000009246	protein_coding	Trpm5
7	142622986	142624830	+	ENSMUSG00000045752	protein_coding	Tssc4
7	142660099	142980779	+	ENSMUSG00000009545	protein_coding	Kcnq1
7	142678306	142678540	+	ENSMUSG00000102980	TEC	Gm38321
7	142681529	142681587	+	ENSMUSG00000102333	TEC	Gm37235
7	142688768	142694345	-	ENSMUSG00000101062	lncRNA	Gm28821
7	142731562	142850286	-	ENSMUSG00000101609	lncRNA	Kcnq1ot1
7	142805104	142805563	+	ENSMUSG00002074922	misc_RNA	Gm56428
7	142826790	142826984	+	ENSMUSG00002076721	misc_RNA	Gm56429
7	142827303	142827421	+	ENSMUSG00002076158	misc_RNA	Gm56430
7	142847669	142847892	+	ENSMUSG00002075855	misc_RNA	Gm56431
7	142851435	142855354	+	ENSMUSG00000104012	TEC	Gm37364
7	142876510	142918362	-	ENSMUSG00000101360	lncRNA	4933417O13Rik
7	142898174	142899575	+	ENSMUSG00000103791	TEC	Gm38095
7	142904158	142907649	-	ENSMUSG00000104485	TEC	Gm38065
7	143001342	143001402	+	ENSMUSG00002075423	misc_RNA	Gm56432
7	143012076	143014787	-	ENSMUSG00000037664	protein_coding	Cdkn1c
7	143013486	143014377	+	ENSMUSG00000108934	lncRNA	Gm44732
7	143027473	143053071	+	ENSMUSG00000000154	protein_coding	Slc22a18
7	143055282	143056887	-	ENSMUSG00000010760	protein_coding	Phlda2
7	3959239	3960070	-	ENSMUSG00000108712	processed_pseudogene	Gm3189
7	3984149	3985876	+	ENSMUSG00000108505	lncRNA	1700095K22Rik
7	3986786	3987184	-	ENSMUSG00000083344	processed_pseudogene	Gm7363
7	3996238	3996517	-	ENSMUSG00000082093	processed_pseudogene	Gm15928
7	4006401	4066203	-	ENSMUSG00000055541	protein_coding	Lair1
7	4077124	4123727	-	ENSMUSG00000086155	lncRNA	9430041J12Rik
7	4104889	4105059	+	ENSMUSG00000075719	snRNA	Gm23741
7	4122407	4139707	+	ENSMUSG00000030428	protein_coding	Ttyh1
7	4129339	4139925	-	ENSMUSG00000085886	lncRNA	D030047H15Rik
7	4140038	4151176	+	ENSMUSG00000035545	protein_coding	Leng8
7	4150914	4153373	-	ENSMUSG00000043432	protein_coding	Leng9
7	4152326	4153392	+	ENSMUSG00000120885	lncRNA	Gm57243
7	4154259	4167859	-	ENSMUSG00000063838	protein_coding	Cdc42ep5
7	4179362	4180234	-	ENSMUSG00000082782	processed_pseudogene	Gm5319
7	4180366	4180519	+	ENSMUSG00000108641	processed_pseudogene	Gm44807
7	4210831	4211667	+	ENSMUSG00000083309	unprocessed_pseudogene	Gm15926
7	4240753	4246462	+	ENSMUSG00000070873	protein_coding	Lilra5
7	4260700	4262354	+	ENSMUSG00000082042	unprocessed_pseudogene	Gm15923
7	101312840	101444713	+	ENSMUSG00000001829	protein_coding	Clpb
7	101485710	101491978	+	ENSMUSG00000073985	lncRNA	Gm10602
7	14252479	14253130	+	ENSMUSG00000120336	lncRNA	Gm57195
7	14264577	14356404	-	ENSMUSG00000121301	lncRNA	Nlrp5-ps
7	13905561	13927449	-	ENSMUSG00000080705	unprocessed_pseudogene	Sult2a-ps4
7	13920553	13921006	-	ENSMUSG00000100378	processed_pseudogene	Rpap3-ps1
7	13956328	13988795	-	ENSMUSG00000070810	protein_coding	Sult2a6
7	13960598	13962758	-	ENSMUSG00000098354	processed_pseudogene	Rpap3-ps2
7	14038705	14041590	+	ENSMUSG00000098506	processed_pseudogene	Phf20-ps
7	14065361	14067498	-	ENSMUSG00000099216	protein_coding	Obox8
7	14198976	14228155	-	ENSMUSG00000094156	protein_coding	Sult2a7
7	14251896	14252595	-	ENSMUSG00000098290	unprocessed_pseudogene	Obox4-ps1
7	14263550	14263991	-	ENSMUSG00000098741	unprocessed_pseudogene	Obox4-ps2
7	14282639	14283158	+	ENSMUSG00000099242	unprocessed_pseudogene	Obox4-ps3
7	14289399	14297431	-	ENSMUSG00000100586	protein_coding	Vmn1r90
7	14297224	14343264	-	ENSMUSG00000041596	transcribed_unprocessed_pseudogene	Nlrp5-ps
7	14300686	14301163	+	ENSMUSG00000099055	unprocessed_pseudogene	Zfp-ps
7	14350309	14350711	+	ENSMUSG00000098520	unprocessed_pseudogene	Ranbp2-ps1
7	14367964	14368498	+	ENSMUSG00000093773	unprocessed_pseudogene	Obox3-ps7
7	14393421	14399921	+	ENSMUSG00000055942	protein_coding	Obox7
7	61527518	61527612	-	ENSMUSG00000065568	miRNA	Mir344
7	61532720	61533311	+	ENSMUSG00000109465	processed_pseudogene	Gm19032
7	61579885	61632106	-	ENSMUSG00000109321	lncRNA	A330076H08Rik
7	61587985	61588659	+	ENSMUSG00000109178	processed_pseudogene	Gm3257
7	61589775	61589854	-	ENSMUSG00000093187	miRNA	Mir344-2
7	61632037	61632107	-	ENSMUSG00000092850	miRNA	Mir344g
7	61686379	61686485	-	ENSMUSG00000077194	snRNA	Gm23431
7	61695929	61695996	-	ENSMUSG00000093108	miRNA	Mir344f
7	61728466	61728553	-	ENSMUSG00002076274	miRNA	Gm54977
7	61734971	61735058	-	ENSMUSG00000119672	miRNA	Mir344i
7	61744254	61859227	-	ENSMUSG00000045813	lncRNA	Gm9801
7	61987542	62072993	-	ENSMUSG00000108986	lncRNA	Gm32061
7	61996317	62000010	+	ENSMUSG00000033585	protein_coding	Ndn
7	62026758	62031388	+	ENSMUSG00000056972	protein_coding	Magel2
7	62067341	62069887	-	ENSMUSG00000070527	protein_coding	Mkrn3
7	28702769	28824604	-	ENSMUSG00000030592	protein_coding	Ryr1
7	28728448	28729675	+	ENSMUSG00000109017	lncRNA	Gm38979
7	28745053	28745118	+	ENSMUSG00002075339	miRNA	Gm55917
7	28771028	28780567	+	ENSMUSG00000097079	lncRNA	Gm26604
7	28783061	28783119	-	ENSMUSG00000089219	miRNA	Mir1963
7	28834276	28853386	+	ENSMUSG00000030589	protein_coding	Rasgrp4
7	28837865	28839737	-	ENSMUSG00000090009	lncRNA	Gm16282
7	28851935	28855659	-	ENSMUSG00000030590	protein_coding	Fam98c
7	28855105	28856345	+	ENSMUSG00000099098	lncRNA	1110035H17Rik
7	28858254	28869836	-	ENSMUSG00000037239	protein_coding	Spred3
7	28869635	28873401	+	ENSMUSG00000031493	protein_coding	Ggn
7	28873613	28880126	-	ENSMUSG00000030591	protein_coding	Psmd8
7	28880746	28913460	-	ENSMUSG00000049676	protein_coding	Catsperg1
7	28882461	28882808	+	ENSMUSG00000061115	processed_pseudogene	Gm17113
7	28921351	28931940	-	ENSMUSG00000046410	protein_coding	Kcnk6
7	28937754	28947022	+	ENSMUSG00000030588	protein_coding	Yif1b
7	28945986	28947891	-	ENSMUSG00000030587	protein_coding	2200002D01Rik
7	28955748	28981337	-	ENSMUSG00000074227	protein_coding	Spint2
7	28988733	28993226	+	ENSMUSG00000037166	protein_coding	Ppp1r14a
7	29003376	29017668	+	ENSMUSG00000030584	protein_coding	Dpf1
7	29016195	29018827	-	ENSMUSG00000109351	lncRNA	Gm44632
7	45015587	45017372	+	ENSMUSG00000091510	lncRNA	Mtag2
10	26233845	26233944	+	ENSMUSG00002075974	rRNA	Gm54618
10	26259140	26260090	-	ENSMUSG00000112045	processed_pseudogene	Gm5649
10	62029946	62030006	-	ENSMUSG00000099185	miRNA	Mir7662
10	83495135	83496481	+	ENSMUSG00000112072	processed_pseudogene	Gm47244
10	26369094	26374743	+	ENSMUSG00000112797	lncRNA	Gm30034
10	26486743	26505071	+	ENSMUSG00000111882	unitary_pseudogene	Gm48864
10	26549597	26550608	-	ENSMUSG00000098179	processed_pseudogene	Gm8709
10	62088217	62101769	+	ENSMUSG00000020081	protein_coding	Tacr2
10	26617422	26617559	-	ENSMUSG00000112389	processed_pseudogene	Gm48891
10	83558729	83598626	+	ENSMUSG00000087651	protein_coding	1500009L16Rik
10	26618075	26618552	-	ENSMUSG00000112675	processed_pseudogene	Gm48892
10	83646028	83647429	-	ENSMUSG00000112077	processed_pseudogene	Gm47245
10	83737716	83737992	+	ENSMUSG00000112133	processed_pseudogene	Gm47247
